author,birth_date,birth_place,birth_country,death_date,genres,influenced,influenced_by,properly_processed
Travis Stork,09/03/1972,,,,,,TRUE,
Teresa J Rhyne,,,,,,,FALSE,
Peter Heller,,,,,,,FALSE,
Elias Weiss Friedman,,,,,,,FALSE,
The Daily Show With Trevor Noah,,,,,,,FALSE,
Tadashi Agi,,,,,,,FALSE,
Jane Harper,,,,,,,FALSE,
Alli Webb,,,,,,,FALSE,
Kody Keplinger,08/08/1991,,,,,,TRUE,
Pierre Dukan,08/07/1941,,,,,,TRUE,
Ayuko,,,,,,,FALSE,
Todd Parr,09/07/1962,,,,,,TRUE,
Joseph Alton,,,,,,,FALSE,
Abraham Bolden,,,,,,,FALSE,
J A Redmerski,,,,,,,FALSE,
JA Redmerski,,,,,,,FALSE,
Samantha Power,21/09/1970,,,,,,TRUE,
Elizabeth Letts,,,,,,,FALSE,
Kiera Cass,19/05/1981,,,,,,TRUE,
John Stephens,1840-09-16,,,,,,TRUE,
Siddhartha Mukherjee,21/07/1970,,,,,,TRUE,
Stephanie Madoff Mack,,,,,,,FALSE,
Jonathan Martin,,,,,,,TRUE,
Carol Roth,,,,,,,TRUE,
Molly Sims,25/05/1973,,,,,,TRUE,
Maria Menounos,08/06/1978,,,,,,TRUE,
Hoang Nguyen,,,,,,,FALSE,
Janice Y K Lee,,,,,,,FALSE,
Kevin Costner,18/01/1955,,,,,,TRUE,
Jon Baird,,,,,,,FALSE,
Russell Blake,24/07/1935,,,,,,TRUE,
Chuck Hogan,,,,Crime_fiction; Horror_fiction,,,TRUE,
J R R Tolkien,,,,,,,FALSE,
Jay Bonansinga,,,,Genre_fiction; Post-apocalyptic_fiction,,,TRUE,
Jennifer A Nielsen,,,,,,,FALSE,
Mark Z Danielewski,,,,,,,FALSE,
Ed Falco,,,,,,,FALSE,
William Joyce,24/04/1906,US,03/01/1946,,,,TRUE,
Haylie Pomroy,,,,,,,FALSE,
Michael Mosley,16/09/1978,,,,,,TRUE,
Mimi Spencer,,,,,,,FALSE,
Shannon L Brown,,,,,,,FALSE,
Meg Wolitzer,28/05/1959,,,Literary_fiction,,,TRUE,
Vivek Tiwary,,,,,,,FALSE,
Andrew C Robinson,,,,,,,FALSE,
Ian Caldwell,18/03/1976,,,,,,TRUE,
JT Ellison,,,,,,,FALSE,
Michael J Tougias,,,,,,,FALSE,
Casey Sherman,,,,,,,FALSE,
Howard Jacobson,25/08/1942,,,,,,TRUE,
Katherine Neville,,,1503-11-22,,,,TRUE,
JC Cervantes,,,,,,,FALSE,
Miranda July,15/02/1974,,,,,,TRUE,
Josh Mensch,,,,,,,FALSE,
Ronald Kessler,,,,,,,FALSE,
John Feinstein,28/07/1956,,,Author; Sports_commentator; Sportswriter,,,TRUE,
Gary Chapman,19/08/1957,,,Contemporary_Christian_music,,,TRUE,
Gary D Chapman,,,,,,,FALSE,
Ross Campbell,03/07/1987,,,,,,TRUE,
Kim Doner,,,,,,,FALSE,
Vani Hari,22/03/1979,,,,,,TRUE,
J Kenji Lopez-Alt,,,,,,,FALSE,
Alan Dean Foster,18/11/1946,,,Fantasy; Science_fiction,,,TRUE,
Sean Williams,,,,,,,TRUE,
Sharon Cameron,,,,,,,TRUE,
Paul Rivoche,,,,,,,FALSE,
Karen White,,,,,,,TRUE,
Beatriz Williams,,,,,,,FALSE,
Lauren Willig,,,,Historical_fiction; Romance_novel,,,TRUE,
Angela Paolini,,,,,,,FALSE,
Scott Galloway,03/11/1964,,,,,,TRUE,
Don Miguel Ruiz,27/08/1952,,,Personal_growth;_self_help,,,TRUE,
Jennifer L Holm,,,,,,,FALSE,
Lynda Barry,,,,,,,TRUE,
Mathilde Thomas,,,,,,,FALSE,
Stuart A Seale,,,,,,,FALSE,
Teresa Sherard,,,,,,,FALSE,
Diana Fleming,,,,,,,FALSE,
Michio Kaku,24/01/1947,,,,,,TRUE,
Andre Dubus,,,,,,,FALSE,
Andrew Davidson,12/04/1969,,,,,,TRUE,
Dan Gutman,19/10/1955,,,Children's_literature,,,TRUE,
Jennifer Ackerman,,,,,,,TRUE,
Arina Tanemura,12/03/1978,,,,,,TRUE,
Eric Weiner,,,,,,,TRUE,
Rick Beyer,,,,,,,FALSE,
Elizabeth Seyles,,,,,,,FALSE,
Gavin De Becker,,,,,,,FALSE,
Stephen Collins,01/10/1947,,,,,,TRUE,
J P Delaney,,,,,,,FALSE,
David Lagercrantz,04/09/1962,SE,,Biographies; Crime_fiction; Journalism,,,TRUE,
Victoria Forester,,,,Action_(fiction); Adventure_fiction; Fantasy; Young_adult_fiction,,,TRUE,
Kelly Barnhill,31/03/1997,,,,,,TRUE,
Stieg Larsson,,,,,,,TRUE,
Denise Mina,21/08/1966,,,Crime_fiction,,,TRUE,
Leonardo Manco,,,,,,,FALSE,
Amy Schumer,01/06/1981,,,Blue_comedy; Insult_comedy; Observational_comedy; Satire; Sketch_comedy,,,TRUE,
Emma Cline,,,,,,,TRUE,
Elle Kennedy,,,,Romantic_novel,,,TRUE,
Francis Ford Coppola,07/04/1939,,,,,,TRUE,
John Twelve Hawks,,,,,,,TRUE,
Donna Tartt,23/12/1963,,,,,,TRUE,
Jory John,,,,,,,FALSE,
Mary Kubica,,,,,,,FALSE,
Kai Bird,,,,,,,TRUE,
Leonard Mlodinow,26/11/1954,,,,,,TRUE,
Russ Kick,20/07/1969,,12/09/2021,,,,TRUE,
P Craig Russell,,,,,,,FALSE,
Wendy Higgins,,,,Fantasy; Romance_novel; Young_adult_fiction,,,TRUE,
Michael Morell,04/09/1958,,,,,,TRUE,
David McCullough,07/07/1933,,07/08/2022,,,,TRUE,
Thomas Asbridge,,,,,,,FALSE,
Ian Corson,,,,,,,FALSE,
Beverly Lewis,,,,,,,FALSE,
Mary Ann Shaffer,,,,,,,FALSE,
Annie Barrows,,,,,,,TRUE,
Sarah Blake,,,,,,,TRUE,
Caroline Paul,,,,,,,FALSE,
Edward E Baptist,,,,,,,FALSE,
Chris Guillebeau,04/04/1978,,,,,,TRUE,
Steve Doocy,19/10/1956,,,,,,TRUE,
Kathy Doocy,,,,,,,FALSE,
Fawn Weaver,,,,,,,TRUE,
T Coraghessan Boyle,,,,,,,FALSE,
Caanan White,,,,,,,FALSE,
Melissa Albert,,,,,,,TRUE,
Dave Wentz,,,,,,,FALSE,
Myron Wentz,13/08/1940,,,,,,TRUE,
Donna K Wallace,,,,,,,FALSE,
Bob Drury,,,,,,,TRUE,
Tom Clavin,,,,,,,FALSE,
Ben Avery,,,,,,,FALSE,
Jake Tapper,12/03/1969,,,,,,TRUE,
Kathryn Stockett,,,,,,,TRUE,
Peter Wohlleben,,,,,,,TRUE,
The Try Guys,,,,Comedy,,,TRUE,
Brian Greene,,,,,,,TRUE,
C  J Box,,,,,,,FALSE,
Jessica Alba,28/04/1981,,,,,,TRUE,
Sara Gottfried,,,,,,,FALSE,
Wendy Williams,18/07/1964,,,,,,TRUE,
John Ringo,22/03/1963,,,Military_science_fiction; Political_thriller; Post_apocalyptic; Supernatural; War_novel,,,TRUE,
Tilar J Mazzeo,,,,,,,FALSE,
Terry Tempest Williams,08/09/1955,,,,,,TRUE,
Les Parrott,,,,,,,FALSE,
Tony Angell,,,,,,,TRUE,
Tod Goldberg,10/01/1971,,,Mystery_fiction,,,TRUE,
Wayne Pacelle,,,,,,,FALSE,
Kate Egan,10/05/1976,,,,,,TRUE,
Emily Seife,,,,,,,FALSE,
Kate Quinn,,,,Historical_fiction,,,TRUE,
Lars Kepler,,,,,,,FALSE,
Rashad Jennings,,,,,,,TRUE,
Margot Starbuck,,,,,,,FALSE,
Rebecca Skloot,19/09/1972,,,,,,TRUE,
Chloe Benjamin,,,,,,,TRUE,
Tom Rachman,,,,,,,FALSE,
Erika Christakis,,,,,,,TRUE,
Mark Synnott,,,,,,,FALSE,
Alec Ross,,,,,,,TRUE,
Kevin Kelly,,,,,,,TRUE,
Robert Mazur,,,,,,,FALSE,
Brooke Gladstone,,US,,,,,TRUE,
Josh Neufeld,,,,,,,FALSE,
Kurt Eichenwald,28/06/1961,,,,,,TRUE,
Taylor Stevens,,,,,,,FALSE,
David Thorne,,,,,,,TRUE,
Erika Johansen,,,,,,,FALSE,
Andrea Wulf,,IN,,Non-fiction,,,TRUE,
Sue Monk Kidd,12/08/1948,,,Memoir,,,TRUE,
Daniel C Goldie,,,,,,,FALSE,
Gordon S Murray,,,,,,,FALSE,
Harry Bernstein,30/05/1910,,03/06/2011,Memoir; Nonfiction,,,TRUE,
Jay P Dolan,,,,,,,FALSE,
Christian Wolmar,03/08/1949,,,,,,TRUE,
Tsutomu Satou,,,,,,,FALSE,
Kana Ishida,,,,,,,FALSE,
Nancy Thayer,14/12/1943,,,,,,TRUE,
Amy Ewing,,,,,,,FALSE,
Walt Simonson,,,,,,,FALSE,
R J Palacio,,,,,,,FALSE,
Tim Howard,07/03/1961,,,,,,TRUE,
Ali Benjamin,,US,,,,,TRUE,
Richard D Mahoney,,,,,,,FALSE,
Mark Sisson,20/07/1953,,,,,,TRUE,
Brad Kearns,04/02/1965,,,,,,TRUE,
Luc Jacamon,,,,,,,FALSE,
Gael De Meyere,,,,,,,FALSE,
Matz,,,,,,,FALSE,
Alicia Silverstone,,,,,,,FALSE,
Philippa Gregory,09/01/1954,,,Fantasy_literature; Historical_novel; Romance_novel,,,TRUE,
Mark Logue,,,,,,,TRUE,
Peter Conradi,,,,,,,FALSE,
Fabio Celoni,,,,,,,FALSE,
Brunonia Barry,,,,,,,TRUE,
Anne-Marie O'Connor,,,,,,,TRUE,
Kim Edwards,04/05/1958,,,,,,TRUE,
Jean M Auel,,,,,,,FALSE,
Vanessa Diffenbaugh,,,,,,,TRUE,
Dave Roman,,,,,,,TRUE,
Joon Choi,,,,,,,FALSE,
Alison Wilgus,,,,,,,FALSE,
Tiffany Haddish,03/12/1979,,,Black_comedy; Blue_comedy; Observational_comedy; Satire; Sketch_comedy; Surreal_humor,,,TRUE,
Graham Moore,07/03/1941,,09/02/2016,,,,TRUE,
Chil Rajchman,14/06/1914,omit,07/05/2004,,,,TRUE,
Leonard Gross,24/02/1931,,,,,,TRUE,
Max Brallier,08/09/1983,,,,,,TRUE,
Larry McMurtry,,,,,,,FALSE,
Randy Pausch,23/10/1960,,25/07/2008,,,,TRUE,
Tracy Daugherty,,,,,,,FALSE,
Brittany Cavallaro,,,,,,,FALSE,
Dominic Smith,09/02/1996,,,,,,TRUE,
James D Hornfischer,,,,,,,FALSE,
Riley Sager,,,,,,,FALSE,
Denis Johnson,01/07/1949,,24/05/2017,Fiction; Nonfiction,,,TRUE,
Vince Molinaro,,,,,,,TRUE,
Kathy Freston,,,,,,,TRUE,
Patrick Thorpe,,,,,,,FALSE,
Michael Gombos,,,,,,,FALSE,
et al,,,,,,,FALSE,
Akira Himekawa,,,,,,,FALSE,
Yildray Cinar,,,,,,,FALSE,
Susan Orlean,31/10/1955,,,,,,TRUE,
Karina Halle,,,,,,,FALSE,
Alison Weir,,,,,,,TRUE,
Charlotte Rogan,,,,,,,FALSE,
M L Stedman,,,,,,,FALSE,
Keiko Suenobu,,,,,,,FALSE,
Jerry Pinkney,22/12/1939,,20/10/2021,Children's_literature,,,TRUE,
Abigail Tucker,,,,,,,FALSE,
Siobhan Vivian,12/01/1979,,,Realistic_fiction,,,TRUE,
Nina George,30/08/1973,,,,,,TRUE,
Edna O'Brien,15/12/1930,,,,,,TRUE,
Lora Koehler,,,,,,,FALSE,
Stephen Baxter,01/10/1965,,,,,,TRUE,
Andy Diggle,,,,,,,TRUE,
Jack Campbell,,,,,,,TRUE,
Pam Jenoff,,,,,,,FALSE,
Jonathan Harr,,,,,,,FALSE,
David Roberts,29/12/1976,,,,,,TRUE,
Stephen Kendrick,10/06/1974,,,,,,TRUE,
Alex Kendrick,11/06/1970,,,,,,TRUE,
Lawrence Kimbrough,,,,,,,FALSE,
La La Anthony,25/06/1979,,,,,,TRUE,
Karen Hunter,26/08/1968,,,,,,TRUE,
Alice Sebold,06/09/1963,,,Memoir,,,TRUE,
George Hincapie,29/06/1973,,,,,,TRUE,
Craig Hummer,20/05/1965,,,,,,TRUE,
Bryan Pearson,30/05/1934,,12/10/2016,,,,TRUE,
Eleanor Catton,,,,,,,FALSE,
Maddie Ziegler,,,,,,,FALSE,
Rhonda Byrne,12/03/1951,,,,,,TRUE,
Alec Azam,,,,,,,FALSE,
Richard Dawkins,26/03/1941,,,,,,TRUE,
Lev Grossman,26/06/1969,,,,,,TRUE,
Henning Mankell,03/02/1948,SE,05/10/2015,Crime_fiction; Thriller_(genre),,,TRUE,
Adam Schefter,21/12/1966,,,,,,TRUE,
Philip K Dick,,,,,,,FALSE,
Mark Urban,26/01/1961,,,,,,TRUE,
Gregory Zuckerman,,,,,,,FALSE,
Nick Pitarra,,,,,,,FALSE,
Jaleigh Johnson,,,,,,,FALSE,
Jennifer Probst,,,,,,,FALSE,
Jeffrey Eugenides,08/03/1960,,,,,,TRUE,
Rachel Kushner,07/10/1968,,,,,,TRUE,
Antonio J Mendez,,,,,,,FALSE,
Malcolm McConnell,,,,,,,FALSE,
Susan Page,,,,,,,TRUE,
Thomas Perry,,,,,,,TRUE,
the Mayo Clinic staff,,,,,,,FALSE,
James Dashner,26/11/1972,,,Children's_literature; Fantasy_literature; Science_fiction,,,TRUE,
Edward O Wilson,,,,,,,FALSE,
Kathy Keller,,,,,,,FALSE,
Nagaru Tanigawa,19/12/1970,,,,,,TRUE,
Sue Hitzmann,,,,,,,FALSE,
Debbie Karch,,,,,,,FALSE,
Tony Dungy,,,,,,,TRUE,
Skip Hollandsworth,09/11/1957,,,,,,TRUE,
Darcie Chan,,,,,,,FALSE,
Vince Stanzione,,,,,,,TRUE,
Jessie Burton,17/08/1982,,,,,,TRUE,
Arundhati Roy,,,,,,,TRUE,
Marja Mills,,,,,,,FALSE,
Melinda Gates,,,,,,,FALSE,
Sophie Hannah,,,,,,,FALSE,
Robert M Edsel,,,,,,,FALSE,
Timothy C Winegard,,,,,,,FALSE,
Mayte Garcia,12/11/1973,,,,,,TRUE,
Brit Bennett,,,,,,,FALSE,
the office of the special counsel,,,,,,,FALSE,
with an introduction  Alan Dershowitz,,,,,,,FALSE,
with related materials  The Washington Post,,,,,,,FALSE,
Ben Lindbergh,,,,,,,FALSE,
Travis Sawchik,,,,,,,FALSE,
Trenton Lee Stewart,27/05/1970,,,Children's_literature,,,TRUE,
Harlan Cohen,06/11/1934,,19/03/2020,,,,TRUE,
Andrea Tornielli,,,,,,,FALSE,
Richard Flanagan,,,,,,,TRUE,
the National Museum of African American History,,,,,,,FALSE,
Culture,,,,,,,TRUE,
Edith H Beer,,,,,,,FALSE,
Susan Dworkin,,,,,,,FALSE,
Cynthia D'Aprix Sweeney,,,,,,,FALSE,
Eric C Westman,,,,,,,FALSE,
Stephen D Phinney,,,,,,,FALSE,
Jeff S Volek,,,,,,,FALSE,
Justina Blakeney,,,,,,,TRUE,
Jared Cohen,24/11/1981,,,,,,TRUE,
Frank Lipman,,,,,,,TRUE,
Danielle Claro,,,,,,,FALSE,
Ryan Kelly,09/04/1991,,,,,,TRUE,
George Friedman,,,,,,,TRUE,
Colson Whitehead,06/11/1969,,,,,,TRUE,
Clement C Moore Various illustrators,,,,,,,FALSE,
Erin Morgenstern,08/07/1978,,,,,,TRUE,
Christopher Bohjalian,,,,,,,FALSE,
Yangsze Choo,,,,,,,TRUE,
Liz Braswell,,,,,,,FALSE,
Nathan Hill,,,,,,,TRUE,
Robert I Sutton,,,,,,,FALSE,
Julian Barnes,19/01/1946,,,,,,TRUE,
Ian McGuire,,,,,,,TRUE,
Alexandra Robbins,,US,,,,,TRUE,
Norton Juster,,,,,,,FALSE,
Gareth Hinds,,,,,,,FALSE,
Don Hutson,,,,,,,TRUE,
George Lucas,20/02/1984,,,,,,TRUE,
Mike Lupica,,,,,,,FALSE,
Garrett M Graff,,,,,,,FALSE,
Sam Miller,26/06/1921,,07/03/2019,,,,TRUE,
Robert O'Neill,1883-04-03,,25/07/1961,,,,TRUE,
Marina Keegan,25/10/1989,,26/05/2012,,,,TRUE,
Ron Lieber,,,,,,,TRUE,
Chester Elton,22/09/1958,,,,,,TRUE,
Rinker Buck,,,,,,,FALSE,
Daniel J Levitin,,,,,,,FALSE,
Joshua Charles,,,,,,,FALSE,
Adam Johnson,22/06/1994,,,,,,TRUE,
Wes Moore,,,,,,,TRUE,
Richard Powers,18/06/1957,,,Literary_novels,,,TRUE,
Hugh Ambrose,,,,,,,FALSE,
Joan Hess,,,,,,,FALSE,
David Foster Wallace,21/02/1962,,12/09/2008,Literary_fiction; Non-fiction,,,TRUE,
Juli Bauer,,,,,,,FALSE,
George Bryant,,,,,,,TRUE,
Susan Elia MacNeal,,,,,,,TRUE,
Aimee Bender,28/06/1969,,,,,,TRUE,
Robert A Caro,,,,,,,FALSE,
Sarah Waters,21/07/1966,,,Historical_fiction,,,TRUE,
Aimee Molloy,,,,,,,FALSE,
John Brenkus,,,,,,,TRUE,
William Gibson,1868-02-16,,15/09/1911,,,,TRUE,
Stephen Chbosky,25/01/1970,,,,,,TRUE,
Jim Karas,,,,,,,FALSE,
Lee Falk,,,,,,,FALSE,
Ray Moore,,,,,,,TRUE,
Katherine Howe,,,,,,,TRUE,
Lyn-Genet Recitas,26/03/1965,,,,,,TRUE,
Steven R Gundry,,,,,,,FALSE,
Lee Smith,,,,,,,TRUE,
Elizabeth Acevedo,,,,Young_adult_fiction,,,TRUE,
Charles Krauthammer,13/03/1950,,21/06/2018,,,,TRUE,
Andrew Young,12/02/1992,,,,,,TRUE,
Liza Marklund,09/09/1962,,,Crime_fiction; Detective_fiction; Mystery_fiction,,,TRUE,
Naomi Alderman,,,,,,,TRUE,
Joseph Prince,15/05/1963,,,,,,TRUE,
Umberto Eco,05/01/1932,,19/02/2016,,http://dbpedia.org/resource/Stuart_Hall_(cultural_theorist),,TRUE,
Nancy Gibbs,25/01/1960,,,,,,TRUE,
Michael Duffy,07/09/1958,,,,,,TRUE,
Carrie Fisher,21/10/1956,,27/12/2016,,,,TRUE,
Dean Hale,,,,,,,FALSE,
Carlos Ruiz Zafon,,,,,,,FALSE,
Dale Russakoff,,,,,,,FALSE,
Jonathan Alter,06/10/1957,,,Non-fiction,,,TRUE,
Adam Braun,,,,,,,FALSE,
Jasmine Guillory,,,,,,,FALSE,
Philip Stead,,,,,,,FALSE,
John Cooper,,,,,,,TRUE,
Deborah Underwood,,,,,,,FALSE,
Carl-Johan Forssen Ehrlin,,,,,,,FALSE,
Kate Moore,,,,,,,FALSE,
Anderson Cooper,03/06/1967,,,,,,TRUE,
Gloria Vanderbilt,,,,,,,FALSE,
Arturo Torres,,,,,,,TRUE,
Traci Chee,,,,,,,FALSE,
Ronald Reagan,11/07/1954,,,,,,TRUE,
Naoki Higashida,,,,,,,FALSE,
Orpheus Collar,,,,,,,FALSE,
Wesley Chu,23/09/1976,,,,,,TRUE,
Jo Nesbø,29/03/1960,,,,,,TRUE,
Mary E Pearson,,,,,,,FALSE,
Scott Lynch,02/04/1978,,,Fantasy,,,TRUE,
John McCain,,,,,,,TRUE,
Mark Salter,,,,,,,TRUE,
Ben Hatke,,,,,,,FALSE,
Jason Mott,,,,,,,TRUE,
Michael Punke,07/12/1964,,,,,,TRUE,
Kimberla Lawson Ro,,,,,,,FALSE,
Ben Shapiro,15/01/1984,,,,,,TRUE,
Nicole Galland,,,,,,,FALSE,
Edmund Morris,,,,,,,FALSE,
David Brooks,,,,,,,TRUE,
Kathie Lee Gifford,16/08/1953,,,,,,TRUE,
Rabbi Jason Sobel,,,,,,,FALSE,
Ian Grey,,,,,,,TRUE,
Graeme Simsion,,,,,,,FALSE,
Hunter S Thompson,,,,,,,FALSE,
Gregg Jarrett,07/04/1955,US,,,,,TRUE,
Dirk Maggs,,,,,,,TRUE,
Mike Dringenberg,,,,,,,FALSE,
Malcolm Jones III,,,,,,,FALSE,
Queen Rania of Jordan,,,,,,,FALSE,
Kelly DiPucchio,07/03/1967,,,,,,TRUE,
Clive Barker,,,,,,,TRUE,
Nancy Pickard,19/09/1945,,,Mystery_fiction,,,TRUE,
Soman Chainani,,,,Fantasy,,,TRUE,
Lewis Howes,,,,,,,FALSE,
the editors of America's Test Kitchen,,,,,,,FALSE,
Guy Cros,,,,,,,FALSE,
Kip Thorne,01/06/1940,,,,,,TRUE,
Lars Brownworth,,,,,,,FALSE,
Joanne Drayton,,,,,,,FALSE,
Tony DiTerlizzi,06/09/1969,,,,,,TRUE,
Ayesha Curry,23/03/1989,,,,,,TRUE,
Steve Hamilton,29/09/1961,,,,,,TRUE,
Neil Kagan,,,,,,,FALSE,
Stephen G Hyslop,,,,,,,FALSE,
Carolyn Hennesy,10/06/1962,,,,,,TRUE,
J Randy Taraborrelli,,,,,,,FALSE,
Tyler Hamilton,01/03/1971,,,,,,TRUE,
Daniel Coyle,,,,,,,FALSE,
Pseudonymous Bosch,,,,,,,FALSE,
Max Hastings,28/12/1945,,,,,,TRUE,
Bruce Feiler,25/10/1964,,,,,,TRUE,
Caitlyn Jenner,28/10/1949,,,,,,TRUE,
Buzz Bissinger,01/11/1954,,,,,,TRUE,
Michael Scott,,,,,,,TRUE,
Reif Larsen,,,,Fiction,,,TRUE,
Paul Beatty,09/06/1962,,,,,,TRUE,
Jimmy Kimmel,13/11/1967,,,Black_comedy; Deadpan; Insult_comedy; Observational_comedy; Satire; Surreal_humor,,,TRUE,
William P Young,,,,,,,FALSE,
Debbie Ford,01/10/1955,,17/02/2013,,,,TRUE,
Sonny Liew,26/09/1974,,,,,,TRUE,
C J Redwine,,,,,,,FALSE,
CJ Redwine,,,,,,,FALSE,
Daniel Kraus,07/06/1975,,,,,,TRUE,
Heidi Hanna,,,,,,,FALSE,
James Rebanks,,,,,,,TRUE,
Tory Johnson,,,,,,,FALSE,
Jeff Hobbs,,,,,,,FALSE,
H C Chester,,,,,,,FALSE,
Raymond Khoury,,,,Historical_novel; Mystery_fiction; Thriller_(genre),,,TRUE,
Nate Silver,13/01/1978,,,,,,TRUE,
Mark Long,,,,,,,FALSE,
Jim Demonakos,,,,,,,FALSE,
Alex Michaelides,,,,,,,FALSE,
A S A Harrison,,,,,,,FALSE,
Peter Frankopan,22/03/1971,,,,,,TRUE,
Matthew Quick,,,,,,,TRUE,
Joe Simon,07/09/1936,,13/12/2021,Rhythm_and_blues; Soul_music,,,TRUE,
Dennis E Taylor,,,,,,,FALSE,
Elizabeth Kolbert,06/07/1961,,,,,,TRUE,
Andre Iguodala,28/01/1984,,,,,,TRUE,
Carvell Wallace,,,,,,,FALSE,
Arianna Huffington,15/07/1950,,,,,,TRUE,
Sean Phillips,11/04/1980,,,,,,TRUE,
Christopher Clark,14/03/1960,,,,,,TRUE,
Patrick Rothfuss,06/06/1973,,,Fantasy,,,TRUE,
Amanda Ripley,,,,,,,TRUE,
Michael Cunningham,,,,,,,TRUE,
Philipp Meyer,1896-03-29,,29/01/1962,,,,TRUE,
Morgan Rice,,,,Fantasy; Science_fiction; Young_adult_fiction,,,TRUE,
Elisabeth Tova Bailey,,,,,,,FALSE,
Ruth Wariner,,,,,,,FALSE,
David DiBenedetto,,,,,,,FALSE,
Gun,,,,Hard_rock; Pop_rock,,,TRUE,
Lisa Lutz,13/03/1970,,,,,,TRUE,
Mike Perkins,,,,,,,FALSE,
J W Rinzler,,,,,,,FALSE,
Mike Mayhew,,,,,,,TRUE,
Peter Snjejbjerg,,,,,,,FALSE,
Tricia O'Malley,,,,,,,FALSE,
Gabrielle Zevin,24/10/1977,,,,,,TRUE,
David Wroblewski,,,,,,,FALSE,
Roma Downey,06/05/1960,,,,,,TRUE,
Mark Burnett,17/07/1960,,,,,,TRUE,
Simon Schama,13/02/1945,,,,,,TRUE,
Maria Augusta Trapp,,,,,,,FALSE,
Leslye Walton,,,,,,,FALSE,
Brian Smith,27/10/1966,,,,,,TRUE,
Mike Raicht,,,,,,,FALSE,
Charles Wilson,,,,,,,TRUE,
Virginia Postrel,14/01/1960,,,,,,TRUE,
Anthony Ray Hinton,01/06/1956,,,,,,TRUE,
Lara Love Hardin,,,,,,,FALSE,
Edward Kelsey Moore,,,,,,,FALSE,
Chang-Rae Lee,,,,,,,FALSE,
Eric Bolling,02/03/1963,,,,,,TRUE,
Elizabeth Kostova,26/12/1964,,,Gothic_fiction; Historical_fiction,,,TRUE,
David Lebovitz,,,,,,,FALSE,
Stephen Greenblatt,,,,,,,FALSE,
Viet Thanh Nguyen,13/03/1971,,,,,,TRUE,
Nick Ortner,,,,,,,FALSE,
Jessica Ortner,,,,,,,FALSE,
Kat Von D,08/03/1982,,,,,,TRUE,
Dana Goldstein,,,,,,,TRUE,
Frances E Jensen,,,,,,,FALSE,
Amy Ellis Nutt,26/04/1955,,,,,,TRUE,
Steve Case,,,,,,,TRUE,
Andrew G McCabe,,,,,,,FALSE,
James MacGregor Burns,03/08/1918,,15/07/2014,,,,TRUE,
Susan Dunn,,,,,,,FALSE,
Cathleen Schine,,,,,,,TRUE,
Sydney Padua,,,,,,,FALSE,
Téa Obreht,30/09/1985,,,,,,TRUE,
Tea Obreht,,,,,,,FALSE,
Phil Stutz,,,,,,,FALSE,
Barry Michels,,,,,,,FALSE,
Sarah Ellis,19/05/1952,,,,,,TRUE,
Ty M Bollinger,,,,,,,FALSE,
Ric Edelman,,,,,,,TRUE,
Eddie Campbell,,,,,,,TRUE,
James Redfield,,,,,,,TRUE,
Ayana Mathis,,,,,,,FALSE,
Hinako Takanaga,,,,,,,TRUE,
Chris McNab,10/03/1980,,,,,,TRUE,
Gerard Way,,,,,,,FALSE,
Erica Henderson,,,,,,,FALSE,
Chris Claremont,,,,,,,TRUE,
Dave Cockrum,,,,,,,TRUE,
David Wallace-Wells,,,,,,,TRUE,
Rachel Joyce,16/06/1978,,,,,,TRUE,
Lisa McMann,27/02/1968,,,Young_adult_literature,,,TRUE,
George Packer,13/08/1960,,,,,,TRUE,
Mike Carey,,,,,,,TRUE,
Peter Gross,,,,,,,TRUE,
Edward Conard,,,,,,,FALSE,
Amy Tan,19/02/1952,,,,,,TRUE,
Kerrelyn Sparks,,,,Historical_Romance; Paranormal,,,TRUE,
Ben Sasse,22/02/1972,,,,,,TRUE,
Brian Fleming,,,,,,,FALSE,
Kim,,,,,,,TRUE,
Krickitt Carpenter,,,,,,,FALSE,
DeVon Franklin,13/04/1978,,,,,,TRUE,
Meagan Good,,,,,,,TRUE,
Tim Vandehey,,,,,,,FALSE,
Charlie Adlard,,,,,,,FALSE,
Robert Kirman,,,,,,,FALSE,
Cliff Rathburn,,,,,,,FALSE,
Tomoko Hayakawa,,,,,,,FALSE,
Nova Ren Suma,,,,Young_adult_literature,,,TRUE,
Ralph Peters,19/04/1952,,,,,,TRUE,
Kimberly Brubaker Bradley,,,,,,,TRUE,
Heather Mac Donald,23/11/1956,,,,,,TRUE,
James Barry,,,,,,,TRUE,
Paolo Bacigalupi,06/08/1972,,,Biopunk; Science_fiction; Young_adult_fiction,,,TRUE,
Paul Ryan,,,,,,,TRUE,
Mike Rowe,,,,,,,TRUE,
Jonathan Morris,22/08/1972,US,,,,,TRUE,
David Macaulay,02/12/1946,,,,,,TRUE,
Neil Ardley,,,,,,,TRUE,
Tony Schwartz,19/08/1923,,15/06/2008,,,,TRUE,
Jean Gomes,,,,,,,FALSE,
Catherine McCarthy,,,,,,,FALSE,
Suzanne Evans,,,,,,,TRUE,
Rachel Hauck,,,,,,,FALSE,
Eleanor Brown,20/01/2000,,,,,,TRUE,
Matt Zoller Seitz,26/12/1968,,,,,,TRUE,
Maximilian Uriarte,,,,,,,FALSE,
Richard Price writing as Harry Brandt,,,,,,,FALSE,
Fiona Barton,,,,,,,FALSE,
Carine McCandless,,,,,,,FALSE,
