author,birth_date,birth_place,birth_country,death_date,genres,influenced,influenced_by,properly_processed
Paul Pelletier,,,,,,,FALSE,
Neal Shusterman,12/11/1962,,,,,,TRUE,
Nalini Singh,01/09/1945,,,,,,TRUE,
Marissa Meyer,19/02/1984,,,Young_adult_fiction,,,TRUE,
R A Salvatore,,,,,,,FALSE,
Clive Cussler,15/07/1931,,24/02/2020,Adventure_novel,,,TRUE,
Dirk Cussler,,,,,,,FALSE,
Frans de Waal,29/10/1948,,,,,,TRUE,
Alison Bechdel,10/09/1960,,,Autobiography; Social_commentary,,,TRUE,
Chelsea Handler,25/02/1975,,,,,,TRUE,
Annie Jacobsen,28/06/1967,,,,,,TRUE,
edited  Glenn Beck,,,,,,,FALSE,
Kevin Balfe,,,,,,,FALSE,
Sam Kieth,,,,,,,TRUE,
Ernest Cline,29/03/1972,,,,,,TRUE,
Albert Podell,,,,,,,FALSE,
David Wiesner,05/02/1956,,,Children's_literature,,,TRUE,
Andy Weir,16/06/1972,,,Fantasy; Science_fiction,,,TRUE,
Marc Brown,10/03/1979,,,,,,TRUE,
Roshani Chokshi,14/02/1991,US,,Children's_literature; Fantasy,,,TRUE,
Merhdad Baghai,,,,,,,FALSE,
James Quigley,30/03/1918,,15/12/2011,,,,TRUE,
Cary Elwes,26/10/1962,,,,,,TRUE,
Joe Layden,,,,,,,FALSE,
Laura Sebastian,,,,,,,FALSE,
Mary Beth Keane,,,,,,,FALSE,
Elizabeth Berkley,28/07/1974,,,,,,TRUE,
Jane O'Connor,,,,,,,FALSE,
Robin Hobb,05/03/1952,,,Fantasy_fiction,,,TRUE,
Yusei Matsui,,,,,,,FALSE,
Wilbur Smith,09/01/1933,,13/11/2021,Adventure; Nature,,,TRUE,
David Mazzucchelli,,,,,,,TRUE,
Jean–Yves Ferri,,,,,,,FALSE,
Didier Conrad,06/05/1959,,,,,,TRUE,
Peter Stark,,,,,,,FALSE,
Ben Reiter,27/06/1987,,,,,,TRUE,
Madeleine Roux,,,,,,,TRUE,
Jennifer L Scott,,,,,,,FALSE,
Tracy Chevalier,,,,,,,TRUE,
Sarah Bakewell,,,,,,,TRUE,
John Gerzema,,,,,,,TRUE,
Michael D’Antonio,,,,,,,FALSE,
TEAS Exam Secrets Test Prep Team,,,,,,,FALSE,
Simon Winchester,28/09/1944,,,,,,TRUE,
Joshua Foer,23/09/1982,,,,,,TRUE,
Dylan Thuras,,,,,,,FALSE,
Ella Morton,,,,,,,FALSE,
Hajime Isayama,29/08/1986,,,,,,TRUE,
Ryo Suzukaze,,,,,,,FALSE,
Satoshi Shiki,,,,,,,TRUE,
Saki Nakagawa,,,,,,,FALSE,
Gun Snark,,,,,,,FALSE,
Hikaru Suruga,,,,,,,FALSE,
Jay Wright,,,,,,,TRUE,
Michael Sheridan,,,06/07/1970,,,,TRUE,
Mark Dagostino,,,,,,,FALSE,
Luca Dotti,,,,,,,FALSE,
RJ Palacio,,,,,,,FALSE,
Amie Kaufman,,,,Fantasy; Science_fiction; Young_adult_fiction,,,TRUE,
Jay Kristoff,,,,Fantasy; Science_fiction,,,TRUE,
Mark Twain,,,,,,,TRUE,
Gurihiru,,,,,,,TRUE,
FC Yee,,,,,,,FALSE,
Michael Dante DiMartino,18/07/1974,,,,,,TRUE,
Bryan Konietzko,,,,,,,FALSE,
Rick Remender,,,,,,,FALSE,
Jonathan Hickman,,,,,,,FALSE,
Jerome Opena,,,,,,,FALSE,
Warren Ellis,14/02/1965,,,,,,TRUE,
Mike McKone,,,,,,,FALSE,
Jerome Opeña,,,,,,,FALSE,
Jeph Loeb,,,,,,,TRUE,
Ed McGuinness,,,,,,,FALSE,
John Irving,1854-11-24,,10/10/1936,,,,TRUE,
Alex Kershaw,,,,,,,TRUE,
Daniel Siegel,,,,,,,FALSE,
Mike Bender,,,,,,,FALSE,
Doug Chernack,,,,,,,FALSE,
Aimie K. Runyan,,,,,,,FALSE,
Blue Star Coloring,,,,,,,FALSE,
MantraCraft,,,,,,,FALSE,
Coloring Books for Adults,,,,,,,FALSE,
Anna Todd,20/03/1989,,,,,,TRUE,
Shane East,,,,,,,FALSE,
Elizabeth Louise,,,,,,,FALSE,
Hero Fiennes Tiffin,06/11/1997,,,,,,TRUE,
Danielle Walker,17/02/1985,,,,,,TRUE,
Jenson William,,,,,,,FALSE,
Scott Brick,30/01/1966,US,,,,,TRUE,
Martha Wells,01/09/1964,,,Fantasy; Science_fiction,,,TRUE,
Kevin R. Free,,,,,,,FALSE,
Robert Bathurst,22/02/1957,,,,,,TRUE,
Julie Teal,,,,,,,FALSE,
Zach Appelman,05/08/1985,,,,,,TRUE,
Veronica Roth,19/08/1988,,,Utopian_and_dystopian_fiction; Young_adult_fiction,,,TRUE,
Emma Galvin,,,,,,,FALSE,
Aaron Stanford,27/12/1976,,,,,,TRUE,
Ben Carson M.D.,,,,,,,FALSE,
Jeanine Cummins,06/12/1974,,,,,,TRUE,
George Guidall,,,,,,,FALSE,
Mark R. Levin,,,,,,,FALSE,
Jeremy Lowell,,,,,,,FALSE,
Scott McEwan,,,,,,,FALSE,
John Pruden,,,,,,,FALSE,
Chris KyleScott McEwenJim DeFelice,,,,,,,FALSE,
Sean Crisden,,,,,,,FALSE,
Eisa Davis,05/05/1971,,,,,,TRUE,
Rosalyn Landor,,,,,,,FALSE,
Agatha Christie,1890-09-15,,12/01/1976,Murder_mystery; Thriller_(genre),,,TRUE,
Dan Stevens,10/10/1982,,,,,,TRUE,
by George orwell  Format: Kindle Edition,,,,,,,FALSE,
Anne Frank,12/06/1929,,,,,,TRUE,
Jon Stone,,,,,,,TRUE,
Marin Ireland,,,,,,,TRUE,
Liane Moriarty,15/11/1966,,,,,,TRUE,
Caroline Lee,,,,,,,FALSE,
P.D. Eastman,,,,,,,FALSE,
P. D. Eastman,25/11/1909,,07/01/1986,Children's_literature,,,TRUE,
Julia Whelan,08/05/1984,,,,,,TRUE,
Joe Mantegna,13/11/1947,,,,,,TRUE,
Sun Tzu,,,,,,,TRUE,
J. K. RowlingJack ThorneJohn Tiffany,,,,,,,FALSE,
James Allen,28/12/1912,,01/06/1978,,,,TRUE,
Damien Boyd,,,,,,,FALSE,
Esther HicksJerry Hicks,,,,,,,FALSE,
Esther HicksJerry HicksWayne W. Dyer,,,,,,,FALSE,
Neil de Grasse Tyson,,,,,,,FALSE,
Ayn Rand,02/02/1905,,06/03/1982,,,,TRUE,
Blackstone Audio,,,,,,,FALSE,
by James Clear,,,,,,,FALSE,
James Clear,,,,,,,FALSE,
Crystal Chatterton,,,,,,,FALSE,
Marika McCoola,,,,,,,FALSE,
Emily Carroll,,,,,,,FALSE,
Brian Selznick,14/07/1966,,,Children's_literature; Historical_novel,,,TRUE,
David Serlin,,,,,,,FALSE,
Ann M Martin,,,,,,,FALSE,
James S A Corey,,,,,,,FALSE,
Amy Kaufman,,,,,,,FALSE,
Bill Walton,,,,,,,TRUE,
C J Box,,,,,,,FALSE,
Tom Wolfe,,,,,,,FALSE,
Bill Clinton,,,,,,,TRUE,
Catherine Coulter,26/12/1942,,,Historical_romance; Romantic_novel,,,TRUE,
Aaron Allston,08/12/1960,,27/02/2014,Fantasy; Science_fiction; Tabletop_role-playing_game,,,TRUE,
Dana Stabenow,27/03/1952,,,,,,TRUE,
John Carreyrou,,,,,,,TRUE,
John Sandford,23/02/1944,,,,,,TRUE,
Roxane Gay,15/10/1974,,,,,,TRUE,
Carl Hiaasen,12/03/1953,,,,,,TRUE,
Jake Halpern,,,,,,,FALSE,
Neil Barofsky,,,,,,,TRUE,
Buddy Valastro,03/03/1977,,,,,,TRUE,
Tsugumi Ohba,,,,,,,TRUE,
Candace Cameron Bure,06/04/1976,,,,,,TRUE,
Dana Wilkerson,,,,,,,FALSE,
Chipper Jones,24/04/1972,,,,,,TRUE,
Carroll Rogers Walton,,,,,,,FALSE,
Mike Mignola,,,,,,,TRUE,
Pamela Yellen,,,,,,,FALSE,
William Finnegan,,,,,,,FALSE,
Bob Bones,,,,,,,FALSE,
Ina Garten,02/02/1948,,,,,,TRUE,
Michael Houlihan,,,,,,,FALSE,
Bonnie Harvey,,,,,,,FALSE,
Rick Kushman,,,,,,,FALSE,
Parnell Hall,,,,,,,TRUE,
Annie Proulx,22/08/1935,,,,,,TRUE,
Zora Neale Hurston,1891-01-07,,28/01/1960,,,,TRUE,
Shea Serrano,,,,,,,FALSE,
E Lynn Harris,,,,,,,FALSE,
Cameron Stewart,,,,,,,TRUE,
Brenden Fletcher,,,,,,,FALSE,
Babs Tarr,,,,,,,FALSE,
Gail Simone,,,,,,,FALSE,
Ardian Syaf,,,,,,,FALSE,
Bryan Q Miller,,,,,,,FALSE,
Lee Garbett,,,,,,,FALSE,
Peter J Tomasi,,,,,,,FALSE,
Patrick Gleason,,,,,,,TRUE,
Various,,,,,,,TRUE,
Philip Tan,,,,,,,TRUE,
Andy Clarke,,,,,,,TRUE,
Peter Tomasi,,,,,,,FALSE,
Ryan Benjamin,,,,,,,TRUE,
Adam Beechen,,,,,,,TRUE,
Neal Adams,,,,,,,TRUE,
Denny O'Neil,,,,,,,FALSE,
John Sazaklis,,,,,,,FALSE,
Mada Design Staff,,,,,,,FALSE,
Yanick Paquette,,,,,,,FALSE,
Chris Burnham,,,,,,,TRUE,
Chuck Dixon,,,,,,,TRUE,
Jeff Parker,04/04/1967,,,Experimental_music; Free_jazz; Jazz; Post-rock,,,TRUE,
Richard Case,,,,,,,FALSE,
Greg Capullo,,,,,,,FALSE,
James Tynion IV,,,,,,,FALSE,
Greg Pak,,,,,,,TRUE,
Jae Lee,,,,,,,FALSE,
Freddie Williams II,,,,,,,FALSE,
Paul Dini,07/08/1957,,,,,,TRUE,
Carlos D'Anda,,,,,,,FALSE,
Tony Daniel,25/11/1963,,,Science_fiction,,,TRUE,
Chip Kidd,,,,,,,TRUE,
Dave Taylor,01/05/1957,,,,,,TRUE,
Gary Frank,09/10/1950,,,,,,TRUE,
Kyle Higgins,,,,,,,FALSE,
Jim Lee,20/11/1945,,,,,,TRUE,
Marie Lu,11/07/1984,,,Young_adult_fiction,,,TRUE,
Lee Bermejo,,,,,,,TRUE,
Judd Winick,,,,,,,FALSE,
Jeremy Haun,,,,,,,TRUE,
Dustin Nguyen,17/09/1962,,,,,,TRUE,
Jock,,,,,,,TRUE,
Frank Miller,,,,,,,TRUE,
David Finch,,,,,,,TRUE,
Gregg Hurwitz,,,,Thriller_(genre),,,TRUE,
Brian Bolland,,,,,,,TRUE,
Tim Sale,05/02/1942,,,,,,TRUE,
Kevin Smith,10/02/1956,,,Funk; Gospel_music; R&B,,,TRUE,
Walter Flanagan,,,,,,,FALSE,
Bruce Jones,24/01/1953,,,,,,TRUE,
Sam Keith,,,,,,,FALSE,
Yukito Kishiro,,,,,,,FALSE,
Amy Chua,26/10/1962,,,,,,TRUE,
John W Whitehead,,,,,,,FALSE,
Paul Pope,,,,,,,FALSE,
J H Williams III,,,,,,,FALSE,
W Haden Blackman,,,,,,,FALSE,
Greg Rucka,,,,,,,TRUE,
J H Williams,,,,,,,FALSE,
J G Jones,,,,,,,FALSE,
Jeffrey Archer,,,,,,,FALSE,
Pat Zietlow Miller,,,,,,,FALSE,
J Lynn,,,,,,,FALSE,
Mary Alice Monroe,,,,,,,FALSE,
Mary Kay Andrews,,,,,,,FALSE,
Michael Diamond,20/11/1965,,,Alternative_hip_hop; Hardcore_punk; Hip_hop_music; Rap_rock,,,TRUE,
Adam Horovitz,,,,,,,FALSE,
Alex Flinn,23/10/1966,,,Fantasy; Fiction; Romance_novel,,,TRUE,
William Ritter,,,,,,,FALSE,
Donna Leon,28/09/1942,,,Crime_fiction,,,TRUE,
Josh Bazell,,,,,,,FALSE,
Yann Martel,25/06/1963,,,,,,TRUE,
written  Mark D Sikes Photographs  Amy Neunsinger,,,,,,,FALSE,
Christina Lauren,,,,Contemporary_Literature; Erotica; Young_adult_fiction,,,TRUE,
David Sheff,23/12/1955,,,,,,TRUE,
Kami Garcia,25/03/1972,,,Adventure_novel; Children's_literature; Science_fiction,,,TRUE,
Margaret Stohl,,,,Fantasy_novel; Romance_novel; Young_adult_fiction,,,TRUE,
Fabien Vehlmann,,,,,,,TRUE,
Kerascoët,,,,,,,FALSE,
Vi Keeland,,,,Romance_novels,,,TRUE,
Jess Walter,20/07/1965,,,,,,TRUE,
Elizabeth Lowell,,,,,,,FALSE,
Georgia Cates,,,,,,,FALSE,
AN Roquelaure,,,,,,,FALSE,
Kobi Yamada,,,,,,,FALSE,
Kelly Starrett,,,,,,,TRUE,
Glen Cordoza,,,,,,,FALSE,
Roberta M Golinkoff,,,,,,,FALSE,
Kathy Hirsh-Pasek,,,,,,,TRUE,
Peter D Kiernan,,,,,,,FALSE,
Lesley Stahl,16/12/1941,,,,,,TRUE,
Kody,23/01/1978,,,,,,TRUE,
Meri,,,,,,,TRUE,
Janelle,,,,,,,FALSE,
Christine,,,,,,,TRUE,
Ron Brown,,,,,,,TRUE,
Brent Schlender,,,,,,,FALSE,
Rick Tetzeli,,,,,,,FALSE,
Beverly Cleary,12/04/1916,,25/03/2021,,,,TRUE,
Max Lucado,11/01/1955,,,,,,TRUE,
Shawn Achor,09/03/1978,,,,,,TRUE,
S J Watson,,,,,,,FALSE,
Noah Hawley,,,,,,,TRUE,
Darwyn Cooke,,,,,,,TRUE,
Amanda Conner,,,,,,,FALSE,
Adam Hughes,14/07/1982,,,,,,TRUE,
Len Wein,,,,,,,FALSE,
Lisa Wingate,,,,,,,TRUE,
Robert M Sapolsky,,,,,,,FALSE,
Scott Westerfeld,06/05/1963,,,Young_adult_literature,,,TRUE,
B A Paris,,,,,,,FALSE,
Sarah Pinborough,,,,Fantasy,,,TRUE,
Katherine Boo,12/08/1964,,,,,,TRUE,
Scott Thorson,23/01/1959,,,,,,TRUE,
Alex Thorleifson,,,,,,,FALSE,
Alexandra Horowitz,,,,,,,FALSE,
Barbara Taylor Bradford,10/05/1933,,,,,,TRUE,
Atul Gawande,05/11/1965,US,,,,,TRUE,
Tamora Pierce,13/12/1954,,,Children's_literature; Young_adult_fiction,,,TRUE,
Julian Fellowes,,,,,,,FALSE,
Nick Foles,,,,,,,TRUE,
Joshua Cooley,,,,,,,FALSE,
David Axelrod,17/04/1931,US,05/02/2017,Funk; Jazz; Soul_music,,,TRUE,
Cookie Johnson,,,,,,,FALSE,
Paula Byrne,,,,,,,FALSE,
James Dodson,,,,,,,FALSE,
John Hargrove,,,,,,,TRUE,
Howard Chua-Eoan,,,,,,,FALSE,
JRR Tolkien,,,,,,,FALSE,
Bernie Sanders,,,,,,,TRUE,
Kentaro Miura,11/07/1966,,06/05/2021,Dark_fantasy,,,TRUE,
Shannon Hale,26/01/1974,,,Fantasy_(genre); Young_adult_fiction,,,TRUE,
Dave Barry,16/09/1961,,,,,,TRUE,
J A Jance,,,,,,,FALSE,
Gretchen Rubin,14/12/1965,,,,,,TRUE,
Dale Archer,12/10/1956,,,,,,TRUE,
George Hodgman,,,,,,,FALSE,
Elizabeth Vargas,06/09/1962,,,,,,TRUE,
Leslie Haskin,,,,,,,FALSE,
Ruta Sepetys,,,,,,,FALSE,
Samantha van Leer,,,,,,,FALSE,
Ta-Nehisi Coates,,,,,,,FALSE,
Mary Norris,07/02/1952,,,,,,TRUE,
Jenna Miscavige Hill,01/02/1984,US,,,,,TRUE,
Lisa Pulitzer,,,,,,,TRUE,
Vicki Abeles,,,,,,,FALSE,
Robert B Reich,,,,,,,FALSE,
Douglas Preston,20/05/1956,,,Adventure_(genre); Nonfiction; Techno-thriller; Thriller_(genre),,,TRUE,
Lincoln Child,13/10/1957,,,Adventure_(genre); Techno-thriller; Thriller_(genre),,,TRUE,
Ben Greenfield,,,,,,,FALSE,
Carl Safina,23/05/1955,,,,,,TRUE,
David Horowitz,10/01/1939,,,,,,TRUE,
Viktor Mayer-Schonberger,,,,,,,FALSE,
Kenneth Cukier,,,,,,,FALSE,
Mark Leibovich,09/05/1965,,,Non-fiction,,,TRUE,
Haruki Ueno,,,,,,,FALSE,
Lincoln Peirce,23/10/1963,,,,,,TRUE,
Lauren Blakely,,,,,,,FALSE,
edited  Mallory Factor,,,,,,,FALSE,
Elizabeth Factor,,,,,,,FALSE,
David Fisher,06/11/2002,,,,,,TRUE,
Tyler Oakley,22/03/1989,,,,,,TRUE,
Andrew Rea,02/09/1987,,,,,,TRUE,
Josh Malerman,,,,,,,TRUE,
Duane Swierczynski,22/02/1972,,,,,,TRUE,
Christopher Moore,01/01/1957,,,Absurdist_fiction; Adventure_fiction; Comic_fantasy; Fantasy; Horror_fiction; Humor; Mystery_fiction,,,TRUE,
Kristin Cashore,,,,,,,FALSE,
Miranda Beverly-Whittemore,,,,,,,FALSE,
Kanoko Sakurakoji,,,,,,,TRUE,
Kanoko Sakurakouji,,,,,,,FALSE,
Yana Toboso,24/01/1984,,,,,,TRUE,
Joe Quinones,,,,,,,FALSE,
Yuki Tabata,,,,,,,FALSE,
Mark Bowden,,,,,,,TRUE,
Osamu Tezuka,03/11/1928,,09/02/1989,,,,TRUE,
Ron Stallworth,25/02/1966,,,,,,TRUE,
Rei Hiroe,,,,,,,FALSE,
Dick Lehr,03/05/1954,,,,,,TRUE,
Gerald O'Neill,,,,,,,FALSE,
W E B Griffin,,,,,,,FALSE,
Brian Stelfreeze,,,,,,,FALSE,
Matteo Scalera,,,,,,,FALSE,
James Robinson,1814-11-22,,1862-03-04,,,,TRUE,
Doug Mahnke,,,,,,,TRUE,
Sarah Hepola,,,,,,,FALSE,
Juan Diaz Canales,,,,,,,FALSE,
Juanjo Guarnido,,,,,,,TRUE,
Kristen Britain,18/10/1965,,,,,,TRUE,
Ian K Smith,,,,,,,FALSE,
Tite Kubo,,,,,,,TRUE,
Thomas Pynchon,08/05/1937,,,,,,TRUE,
Jim Boeheim,,,,,,,TRUE,
Jack McCallum,,,,,,,TRUE,
Sharon M Draper,,,,,,,FALSE,
Joel Osteen,05/03/1963,,,,,,TRUE,
CJ Lyons,,,,,,,FALSE,
Faye Kellerman,,,,,,,FALSE,
Fern Michaels,,,,,,,FALSE,
Mahzarin R Banaji,,,,,,,FALSE,
Anthony G Greenwald,,,,,,,FALSE,
Malcolm Gladwell,03/09/1963,,,,,,TRUE,
Sarah Dunant,08/08/1950,,,,,,TRUE,
JR Ward,,,,,,,FALSE,
Iris Johansen,07/04/1938,,,Crime_fiction; Romance_novel; Thriller_(genre),,,TRUE,
Heather Ann Thompson,,,,,,,TRUE,
Rebecca Cantrell,,,,,,,FALSE,
J R Ward,,,,,,,FALSE,
Yuuki Kodama,,,,,,,FALSE,
Jo Nesbo,,,,,,,FALSE,
Kay Hooper,,,,,,,TRUE,
Pedro Maia,01/02/1972,,,,,,TRUE,
James Ellroy,04/03/1948,,,Crime_fiction; Historical_fiction; Mystery_fiction; Noir_fiction,,,TRUE,
Gabrielle Hamilton,,,,,,,TRUE,
Richelle Mead,12/11/1976,,,Fantasy; Young_adult_fiction,,,TRUE,
David Ignatius,26/05/1950,,,Espionage_fiction; Suspense; Thriller_(genre),,,TRUE,
by Brian Berry,,,,,,,FALSE,
Ryou Ryumon,,,,,,,FALSE,
Berkeley Breathed,,,,,,,FALSE,
Rachel Maddow,01/04/1973,,,,,,TRUE,
Kazue Kato,,,,,,,TRUE,
Kato Kazue,,,,,,,FALSE,
Julie Maroh,,,,,,,FALSE,
Joan Didion,05/12/1934,,23/12/2021,,,,TRUE,
W Chan Kim,,,,,,,FALSE,
Renée Mauborgne,,,,,,,FALSE,
Robert B Parker,,,,,,,FALSE,
Barbara Delinsky,08/08/1945,,,Drama,,,TRUE,
Nevada Barr,01/03/1952,,,,,,TRUE,
Philippe Margotin,,,,,,,FALSE,
Jean-Michel Guesdon,,,,,,,FALSE,
Bob Flay,,,,,,,FALSE,
Stephanie Banyas,,,,,,,FALSE,
Miriam Garron,,,,,,,FALSE,
Chris Matthews,,,,,,,TRUE,
Sara Paretsky,08/06/1947,,,Crime_fiction,,,TRUE,
Kirsten Gillibrand,09/12/1966,,,,,,TRUE,
Steve Sheinkin,,,,,,,TRUE,
Suzanne Somers,16/10/1946,,,,,,TRUE,
Patricia Briggs,,,,Fantasy_novel; Urban_fantasy,,,TRUE,
Randy Wayne White,,,,,,,FALSE,
Jeff Smith,,,,,,,TRUE,
Ted Dekker,,,,,,,TRUE,
Jonathan Kellerman,,,,,,,FALSE,
Eric Metaxas,27/06/1963,,,Biography; Christian_literature; History,,,TRUE,
Jill Lepore,27/08/1966,,,,,,TRUE,
Jennifer Chambliss Bertman,,,,,,,FALSE,
Kwame Alexander,21/08/1968,,,,,,TRUE,
Michael Lewis,15/10/1960,,,,,,TRUE,
Trevor Noah,20/02/1984,ZA,,Deadpan; Insult_comedy; News_satire; Observational_comedy; Political_satire; Surreal_humor,,,TRUE,
Suzanne Brockmann,,,,Romance_novel,,,TRUE,
Bruce Springsteen,23/09/1949,,,,,,TRUE,
Christopher McDougall,,,,,,,TRUE,
Tina Fey,18/05/1970,,,,,,TRUE,
Thomas Keller,14/10/1955,,,,,,TRUE,
Sebastien Rouxel,,,,,,,FALSE,
Henry Cloud,,,,,,,TRUE,
John Townsend,1757-03-24,,1826-02-07,,,,TRUE,
Kristen Ashley,08/04/1968,,,Erotica; Fantasy_novel; Paranormal_fiction; Romance_novel,,,TRUE,
Mayim Bialik,12/12/1975,,,,,,TRUE,
Jonathan Abrams,,,,,,,TRUE,
Carly Simon,25/06/1943,,,,,,TRUE,
David Perlmutter,31/12/1954,,,,,,TRUE,
Susannah Cahalan,30/01/1985,,,,,,TRUE,
Daniel J Siegel,,,,,,,FALSE,
Cheryl Strayed,17/09/1968,,,,,,TRUE,
adapted  Irene Trimble,,,,,,,FALSE,
Brené Brown,18/11/1965,,,,,,TRUE,
Jeff Stibel,,,,,,,TRUE,
Markus Zusak,23/06/1975,,,,,,TRUE,
Giles Whittell,,,,,,,FALSE,
Francine Rivers,,,,Christian_fiction; Romance_novel,,,TRUE,
Helen Fielding,,,,,,,TRUE,
Jim Butcher,26/10/1971,,,Fantasy_literature; Science_fiction; Speculative_fiction,,,TRUE,
Susan Peirce Thompson,,,,,,,FALSE,
James Frey,12/09/1969,,,,,,TRUE,
BA Paris,,,,,,,FALSE,
Hilary Mantel,06/07/1952,,22/09/2022,,,,TRUE,
James Dobson,,,,,,,TRUE,
Karin Slaughter,,,,,,,FALSE,
Tana French,10/05/1973,,,,,,TRUE,
Erin Watt,,,,,,,FALSE,
WEB Griffin,,,,,,,FALSE,
William E Butterworth,,,,,,,FALSE,
Colm Toibin,,,,,,,FALSE,
John Flanagan,,,,,,,TRUE,
Zack Giallongo,,,,,,,FALSE,
Peter Ames Carlin,13/03/1963,,,,,,TRUE,
Lea Michele,29/08/1986,,,,,,TRUE,
Margaret Mahy,21/03/1936,,23/07/2012,Children's_literature; Supernatural_fiction,,,TRUE,
Hannah Hart,02/11/1986,,,,,,TRUE,
Joss Whedon,23/06/1964,,,,,,TRUE,
Jane Espenson,14/07/1964,,,,,,TRUE,
Brad Meltzer,01/04/1970,,,Non-fiction; Political_thriller; Superhero_fantasy,,,TRUE,
Georges Jeanty,,,,,,,FALSE,
Jonathan,28/04/1999,,,,,,TRUE,
Drew Scott,,,,,,,TRUE,
Chris Ware,,,,,,,FALSE,
Maciej Kranz,,,,,,,TRUE,
Sheila Bair,03/04/1954,US,,,,,TRUE,
Maurice Sendak,,,,,,,FALSE,
Nathaniel Philbrick,11/06/1956,,,,,,TRUE,
Helen Hardt,,,,,,,FALSE,
Linda Howard,,,,,,,FALSE,
Karen Marie Moning,01/11/1964,,,,,,TRUE,
Gena Showalter,,,,Contemporary_romance; Paranormal; Romance_novel; Young_adult_fiction,,,TRUE,
Kathryn Purdie,,,,,,,FALSE,
Amanda Quick,,,,,,,FALSE,
Anne Rivers Siddons,09/01/1936,,11/09/2019,Southern_literature,,,TRUE,
Stan Slap,,,,,,,FALSE,
Dee Brown,29/11/1968,,,,,,TRUE,
John Brooks,,,,,,,TRUE,
Burt Reynolds,,,,,,,TRUE,
Jon Winokur,,,,,,,FALSE,
John McEnroe,16/02/1959,,,,,,TRUE,
Chuck Klosterman,,,,,,,TRUE,
Wil Haygood,19/09/1954,,,,,,TRUE,
Yuki Yoshihara,,,,,,,FALSE,
Alexis Maybank,,,,,,,FALSE,
Alexandra Wilkis Wilson,,,,,,,FALSE,
Joy Allen,,,,,,,FALSE,
DK,,,,,,,TRUE,
Will Damron,,,,,,,TRUE,
Bad MannersMichelle DavisMatt Holloway,,,,,,,FALSE,
Angie Grace,,,,,,,FALSE,
Judi KingryLauren Devine,,,,,,,FALSE,
Jill Redfield,,,,,,,FALSE,
Joyce Meyer,04/06/1943,,,,,,TRUE,
Ram Dass,06/04/1931,,22/12/2019,,,,TRUE,
Emily Henry,,,,,,,FALSE,
Emily Rankin,,,,,,,FALSE,
Catherine Taber,30/12/1979,,,,,,TRUE,
B. A. Paris,,,,,,,FALSE,
Georgia Maguire,,,,,,,FALSE,
B.A. Paris,,,,,,,TRUE,
Robert Petkoff,,,,,,,TRUE,
Lauren Ezzo,,,,,,,FALSE,
Laural Merlington,,,,,,,FALSE,
Loreth Anne White,,,,,,,FALSE,
Mark Sullivan,,,,,,,TRUE,
Andrew Child,,,,,,,FALSE,
Jeff Harding,05/02/1965,,,,,,TRUE,
Elizabeth Gilbert,18/07/1969,,,,,,TRUE,
Michael Matthews,,,,,,,TRUE,
Paul Sparks,,,,,,,TRUE,
Candace Owens,29/04/1989,,,,,,TRUE,
Larry Elder (Narrator,,,,,,,FALSE,
Author),,,,,,,FALSE,
Andrzej Sapkowski,21/06/1948,,,Fantasy; History,,,TRUE,
Peter Kenny,23/05/1959,,,,,,TRUE,
Jess Lourey,,,,,,,FALSE,
Bobby Lynn Maslen,,,,,,,FALSE,
Bob Ross,17/08/1908,,03/07/1988,,,,TRUE,
by Janet A. Meyer,,,,,,,FALSE,
Aldous Huxley,1894-07-26,,22/11/1963,,,,TRUE,
Stephenie Meyer,24/12/1973,,,Vampire_romance_novels; Young_adult_fiction,,,TRUE,
Ilyana Kadushin,,,,,,,FALSE,
Matt Walters,,,,,,,FALSE,
James Nestor,,,,,,,TRUE,
Roger Priddy,,,,,,,FALSE,
Bill Martin Jr.,20/03/1916,,11/08/2004,,,,TRUE,
by Bill Martin Jr.,,,,,,,FALSE,
Eric Carle,25/06/1929,,23/05/2021,,,,TRUE,
Sharon Jones,,,,,,,TRUE,
Dave Canterbury,,,,,,,TRUE,
Travis Tonn,,,,,,,FALSE,
Geraldine Brooks,29/10/1925,,19/06/1977,,,,TRUE,
Edan Lepucki,,,,,,,FALSE,
André Aciman,,,,,,,FALSE,
Susan Elizabeth Phillips,11/12/1944,,,Romance_novel,,,TRUE,
Jim Mattis,,,,,,,FALSE,
Bing West,02/05/1940,,,,,,TRUE,
David Sedaris,26/12/1956,,,Essay; Humor,,,TRUE,
Rick Riordan,,,,,,,FALSE,
John Hagee,12/04/1940,,,,,,TRUE,
Troy Cummings,,,,,,,FALSE,
Sophie Kinsella,12/12/1970,,,Romantic_comedy,,,TRUE,
David Goggins,17/02/1975,,,,,,TRUE,
Roz Chast,,,,,,,TRUE,
Richard Ford,16/02/1944,,,Literary_fiction,,,TRUE,
Wallace Wood,,,,,,,FALSE,
Jayne Castle,,,,,,,FALSE,
Chip Gaines,,,,,,,FALSE,
Thomas Piketty,07/05/1971,,,,,,TRUE,
Phillip Margolin,,,,Legal_thriller,,,TRUE,
Gerald Clarke,21/06/1937,,,,,,TRUE,
Mark Waid,,,,,,,TRUE,
Jorge Molina,05/03/1987,,,,,,TRUE,
Ed Brubaker,,,,,,,FALSE,
Bryan Hitch,,,,,,,FALSE,
Dav Pilkey,04/03/1966,,,,,,TRUE,
